"","state","year","month","tavg","tmax","tmin","pcp"
"33994","TX",1973,5,41,51.7,30.3,2.5
"33995","TX",1973,6,46.4,57.8,35,2.2
"33996","TX",1973,7,58,70,46,2.9
"33997","TX",1973,8,60.1,71.8,48.3,3.4
"33998","TX",1973,9,70.8,84.2,57.5,1.6
"33999","TX",1974,1,69.1,79.1,59.1,6.3
"34000","TX",1974,10,78.6,91.8,65.5,1.9
"34001","TX",1974,11,82.4,95.3,69.4,1.2
"34002","TX",1974,12,79,90,68.1,5.4
"34003","TX",1974,2,65.3,76.9,53.8,3.9
"34004","TX",1974,3,53.6,65,42.3,2.6
"34005","TX",1974,4,45.8,57.4,34.2,1.6
"34006","TX",1974,5,45.4,57.6,33,1.9
"34007","TX",1974,6,50.9,66.6,35.2,0.5
"34008","TX",1974,7,62.6,75.7,49.5,1.4
"34009","TX",1974,8,66,79.7,52.2,1.7
"34010","TX",1974,9,75.5,87.7,63.3,2.9
"34011","TX",1975,1,71.8,84.2,59.5,2.5
"34012","TX",1975,10,78.6,90.4,66.7,2.9
"34013","TX",1975,11,79.2,90.1,68.2,3.5
"34014","TX",1975,12,80.1,91.7,68.4,2.4
"34015","TX",1975,2,66,80.4,51.7,1.6
"34016","TX",1975,3,55.4,69.5,41.4,1.3
"34017","TX",1975,4,47.8,61.1,34.6,1.2
"34018","TX",1975,5,47.8,60.2,35.4,1.1
"34019","TX",1975,6,47.9,60.6,35.2,2
"34020","TX",1975,7,55.4,69,41.8,1
"34021","TX",1975,8,63.6,76.1,51.1,2
"34022","TX",1975,9,71.7,83.8,59.7,5.1
"34023","TX",1976,1,73.9,85,62.7,4.1
"34024","TX",1976,10,78,90.2,65.7,2.4
"34025","TX",1976,11,78,88,68,4.9
"34026","TX",1976,12,80.1,93.1,67,1.4
"34027","TX",1976,2,58.3,70.7,45.9,4.2
"34028","TX",1976,3,47.8,59.6,36,1.4
"34029","TX",1976,4,44.6,57.7,31.4,1.9
"34030","TX",1976,5,45,59.8,30.2,0.4
"34031","TX",1976,6,56.2,71.2,41.3,0.4
"34032","TX",1976,7,58.3,71.4,45.2,1.5
"34033","TX",1976,8,65.3,77.2,53.3,4
"34034","TX",1976,9,68.3,80.5,56,3.3
"34035","TX",1977,1,80.1,92.9,67.2,1.4
"34036","TX",1977,10,80.4,92.6,68.1,2.5
"34037","TX",1977,11,83,95.3,70.6,1.2
"34038","TX",1977,12,83.2,95.1,71.2,2.2
"34039","TX",1977,2,67.3,80.6,54,1.5
"34040","TX",1977,3,56.8,70.3,43.4,1.9
"34041","TX",1977,4,49.5,63.4,35.5,0.5
"34042","TX",1977,5,38.7,50.1,27.3,1.5
"34043","TX",1977,6,50.2,63.8,36.5,1.3
"34044","TX",1977,7,56.8,70.2,43.3,2
"34045","TX",1977,8,64,76.1,51.8,3.9
"34046","TX",1977,9,73.4,84.1,62.7,2.2
"34047","TX",1978,1,75.5,85.3,65.7,4.6
"34048","TX",1978,10,80.2,92.3,68.2,2.9
"34049","TX",1978,11,84.6,97.6,71.7,1.3
"34050","TX",1978,12,81,92.8,69.2,2.8
"34051","TX",1978,2,65.5,78.7,52.2,1.1
"34052","TX",1978,3,56.5,66.4,46.5,3.1
"34053","TX",1978,4,45.6,58,33.1,1.2
"34054","TX",1978,5,38.3,48.8,27.8,1.6
"34055","TX",1978,6,40.8,51.2,30.3,1.7
"34056","TX",1978,7,55.4,69.7,41.3,0.8
"34057","TX",1978,8,67.8,81.4,54.2,1
"34058","TX",1978,9,74,86.5,61.5,3
"34059","TX",1979,1,74.1,87.4,60.9,2.7
"34060","TX",1979,10,77.2,88.6,65.7,3.4
"34061","TX",1979,11,81.9,93.3,70.6,3.7
"34062","TX",1979,12,79.6,91.3,67.8,2.9
"34063","TX",1979,2,68.7,84.1,53.3,1.2
"34064","TX",1979,3,51.2,64.4,38,0.8
"34065","TX",1979,4,47.6,60.4,34.9,2
"34066","TX",1979,5,37.2,46.8,27.7,2.4
"34067","TX",1979,6,45.7,57.5,33.8,1.7
"34068","TX",1979,7,56.9,68.8,44.9,2.9
"34069","TX",1979,8,64.6,76.6,52.5,2.9
"34070","TX",1979,9,69.8,81.8,57.8,3.8
"34071","TX",1980,1,77.7,88.7,66.6,5.5
"34072","TX",1980,10,83,95.6,70.4,1.2
"34073","TX",1980,11,86.1,99.8,72.4,0.6
"34074","TX",1980,12,83,95.1,70.9,2.4
"34075","TX",1980,2,63.8,77.1,50.4,1.1
"34076","TX",1980,3,52.1,64.4,39.8,2
"34077","TX",2010,8,65.1,77.4,52.7,2.6
"34078","TX",2010,9,73.8,86,61.5,2.2
"34079","TX",2011,1,77.9,92.6,63.1,1.1
"34080","TX",2011,10,85.2,99,71.4,0.9
"34081","TX",2011,11,87,99.7,74.2,0.7
"34082","TX",2011,12,88.2,101.6,74.7,0.7
"34083","TX",2011,2,66.9,81.1,52.8,2.2
"34084","TX",2011,3,56.9,70.3,43.5,1.2
"34085","TX",2011,4,46.1,55.7,36.5,2.8
"34086","TX",2011,5,45,58.2,31.7,1.5
"34087","TX",2011,6,48.7,62.9,34.5,0.6
"34088","TX",2011,7,61.8,76.2,47.5,0.2
"34089","TX",2011,8,70.3,85.7,54.9,0.7
"34090","TX",2011,9,74.1,87.8,60.3,1.5
"34091","TX",2012,1,76.6,89.2,64.1,3.9
"34092","TX",2012,10,82.4,95.1,69.6,1.8
"34093","TX",2012,11,83.4,95.1,71.6,2.7
"34094","TX",2012,12,83.7,96.4,71,1.8
"34095","TX",2012,2,65.9,78.5,53.2,0.6
"34096","TX",2012,3,59,73.4,44.6,0.3
"34097","TX",2012,4,51.1,64.6,37.4,0.9
"34098","TX",2012,5,50.4,64.4,36.5,2.2
"34099","TX",2012,6,51.8,62.9,40.6,2.2
"34100","TX",2012,7,63.2,75.6,50.8,3
"34101","TX",2012,8,70.2,83.9,56.6,1.2
"34102","TX",2012,9,75.5,87.7,63.3,2.8
"34103","TX",2013,1,78.2,90.2,66.2,4
"34104","TX",2013,10,81.8,94,69.7,2.3
"34105","TX",2013,11,81.3,92.7,69.9,3.1
"34106","TX",2013,12,83.3,95.8,70.8,1.4
"34107","TX",2013,2,66.7,79.1,54.2,3.3
"34108","TX",2013,3,52.9,64.3,41.5,1.9
"34109","TX",2013,4,44.8,56.7,32.9,1.3
"34110","TX",2013,5,47.9,59.4,36.4,2.4
"34111","TX",2013,6,51.7,64.9,38.4,1.2
"34112","TX",2013,7,57.2,71.8,42.6,0.6
"34113","TX",2013,8,63,77.1,48.9,1.7
"34114","TX",2013,9,72.5,85.2,59.8,2.4
"34115","TX",2014,1,76.4,86.6,66.2,3.5
"34116","TX",2014,10,80.6,91.4,69.8,3
"34117","TX",2014,11,81.7,93.1,70.3,2.5
"34118","TX",2014,12,82.6,94.7,70.6,1.7
"34119","TX",2014,2,69.6,82.8,56.4,1.7
"34120","TX",2014,3,51.5,63.6,39.4,2.8
"34121","TX",2014,4,50.7,60.5,40.9,1.2
"34122","TX",2014,5,44.5,59,30,0.3
"34123","TX",2014,6,48.4,61.1,35.7,0.7
"34124","TX",2014,7,54.8,68.9,40.7,1.1
"34125","TX",2014,8,65.4,79.1,51.7,0.9
"34126","TX",2014,9,72,85.1,59,4.1
"34127","TX",2015,1,79.2,91.6,66.9,1.4
"34128","TX",2015,10,79.3,89.9,68.6,3.7
"34129","TX",2015,11,83.2,94.5,71.9,1.8
"34130","TX",2015,12,83.3,96.1,70.5,1.4
"34131","TX",2015,2,69.2,81.6,56.8,6.1
"34132","TX",2015,3,57.3,68.3,46.3,3.8
"34133","TX",2015,4,51.5,64.1,38.8,2.5
"34134","TX",2015,5,44,54.6,33.3,2.6
"34135","TX",2015,6,48.2,60.4,36.1,1
"34136","TX",2015,7,56.2,67.4,45,3.4
"34137","TX",2015,8,66.6,78.1,55,3.9
"34138","TX",2015,9,71.6,81.9,61.3,9
"34139","TX",2016,1,77.6,88.4,66.7,2.9
"34140","TX",2016,10,80.1,91.2,68.9,3.3
"34141","TX",2016,11,85.4,97.4,73.4,1.3
"34142","TX",2016,12,81.5,92.2,70.9,5.3
"34143","TX",2016,2,70.9,84,57.7,0.6
"34144","TX",2016,3,61,72.5,49.6,2.3
"34145","TX",2016,4,49.6,60.2,38.9,2.1
"34146","TX",2016,5,46.4,58.8,34,0.9
"34147","TX",2016,6,54.4,69,39.7,1
"34148","TX",2016,7,61.2,74.3,48.2,2.8
"34149","TX",2016,8,66.1,78.6,53.5,4.3
"34150","TX",2016,9,71.6,82.8,60.4,4.8
"34151","TX",2017,1,76.5,88.3,64.6,2.6
"34152","TX",2017,10,80.6,92.2,68.8,3.1
"34153","TX",2017,11,83.6,95.5,71.6,2.4
"34154","TX",2017,12,80.7,91.2,70.2,7
"34155","TX",2017,2,66.5,79.9,53,1.2
"34156","TX",2017,3,60.2,73.1,47.4,0.7
"34157","TX",2017,4,47.8,59.6,36,1.9
"34158","TX",2017,5,50.7,62.8,38.6,2.2
"34159","TX",2017,6,58.4,71.9,44.8,1.7
"34160","TX",2017,7,63.6,76.4,50.7,1.8
"34161","TX",2017,8,67.1,80,54.2,2.7
"34162","TX",2017,9,71.9,85,58.9,2.5
"34163","TX",2018,5,43.8,57.8,29.9,0.6
"34164","TX",2018,6,52.2,64.6,39.9,2.4
"34165","TX",2018,7,61.6,75,48.3,1.9
"34166","TX",2018,8,62.9,77.8,47.9,1
"34167","TX",1998,10,83.9,97,70.8,1.1
"34168","TX",1998,11,86.4,99.2,73.6,1.2
"34169","TX",1998,12,82.3,93.9,70.6,3.6
"34170","TX",1988,12,82.1,94.1,70.1,1.6
"34171","TX",1988,2,66.3,79.6,53.1,1.1
"34172","TX",1988,3,58.1,72.4,43.8,0.8
"34173","TX",1988,4,48.5,61.3,35.6,1.3
"34174","TX",1988,5,42,53.7,30.2,0.5
"34175","TX",1988,6,48.4,61.5,35.2,0.8
"34176","TX",1988,7,56.2,70.7,41.7,1.6
"34177","TX",1988,8,64,78.9,49,1.4
"34178","TX",1988,9,71.3,84.2,58.4,1.9
"34179","TX",1989,1,73.1,86.1,60.1,2.1
"34180","TX",1989,10,77.6,89.2,66.1,4.9
"34181","TX",1989,11,81.6,93.6,69.6,1.7
"34182","TX",1989,12,80.5,91.9,69.1,2.4
"34183","TX",1989,2,66.9,81.3,52.4,1.4
"34184","TX",1989,3,56.9,70.3,43.5,0.7
"34185","TX",1989,4,39.7,52.8,26.6,0.6
"34186","TX",1989,5,50,62.2,37.8,2.3
"34187","TX",1989,6,45.4,56,34.8,1.9
"34188","TX",1989,7,57.6,72,43.3,1.8
"34189","TX",1989,8,66.6,80.1,53,1.1
"34190","TX",1989,9,75.3,87.4,63.1,3.9
"34191","TX",1990,1,76.4,87.4,65.4,3.7
"34192","TX",1990,10,83.6,96.1,71.1,1.1
"34193","TX",1990,11,79.9,90.8,68.9,4.1
"34194","TX",1990,12,80.5,92.2,68.7,2.1
"34195","TX",1990,2,64.5,78.4,50.6,2.2
"34196","TX",1990,3,58.3,70.7,45.8,2.3
"34197","TX",1990,4,45.8,58.8,32.9,1
"34198","TX",1990,5,50.2,63.2,37.2,2.2
"34199","TX",1990,6,53.3,66.4,40.1,2.5
"34200","TX",1990,7,57.3,68.1,46.4,3.1
"34201","TX",1990,8,64.7,76.4,53,3.5
"34202","TX",1990,9,72.8,84.5,61,3.2
"34203","TX",1991,1,72.4,82.6,62.2,4.8
"34204","TX",1991,10,79.4,90.9,67.9,4.1
"34205","TX",1991,11,80.9,92.2,69.6,3
"34206","TX",1991,12,80.3,91.7,69,3
"34207","TX",1991,2,67.1,80.8,53.5,2.3
"34208","TX",1991,3,50.9,62.6,39.2,1.5
"34209","TX",1991,4,49.2,58.4,40,5.5
"34210","TX",1991,5,43.4,53.4,33.6,3.5
"34211","TX",1991,6,52.5,65.4,39.7,1.6
"34212","TX",1991,7,59.3,72.8,45.8,1
"34213","TX",1991,8,67.1,79.9,54.2,2.9
"34214","TX",1991,9,74.6,86.2,63,3.6
"34215","TX",1992,1,76,88.4,63.7,1.8
"34216","TX",1992,10,77.9,89.3,66.5,4.3
"34217","TX",1992,11,81.4,92.6,70.2,2.4
"34218","TX",1992,12,78.2,90,66.3,1.9
"34219","TX",1992,2,67.4,81.8,53,0.9
"34220","TX",1992,3,51.8,63.8,39.8,3
"34221","TX",1992,4,48.6,59.4,37.8,2.2
"34222","TX",1992,5,45.4,55.1,35.7,3.1
"34223","TX",1992,6,53,64.5,41.5,3.9
"34224","TX",1992,7,58.9,71.7,46.1,2.2
"34225","TX",1992,8,64.5,76.8,52.3,2.3
"34226","TX",1992,9,69.6,80.4,58.9,5
"34227","TX",1993,1,75,87.9,62,2
"34228","TX",1993,10,79,89.7,68.3,4.3
"34229","TX",1993,11,83.1,94.3,72,1.2
"34230","TX",1993,12,82.9,95.3,70.5,1.6
"34231","TX",1993,2,64.4,77.2,51.4,3
"34232","TX",1993,3,51,63.8,38.2,1.2
"34233","TX",1993,4,49.2,61.3,37.1,1.4
"34234","TX",1993,5,45.5,55.9,35,2.1
"34235","TX",1993,6,49.3,60.9,37.6,1.9
"34236","TX",1993,7,56,68.5,43.4,2.4
"34237","TX",1993,8,63,76.5,49.4,2.3
"34238","TX",1993,9,70.6,82.9,58.2,3.4
"34239","TX",1994,1,74.4,87.2,61.7,2.5
"34240","TX",1994,10,82.1,94.4,69.9,1.9
"34241","TX",1994,11,82.9,95.3,70.4,2
"34242","TX",1994,12,81.5,93.6,69.3,2
"34243","TX",1994,2,66.8,78.4,55.2,5
"34244","TX",1994,3,58,69.5,46.4,1.8
"34245","TX",1994,4,50.6,61.6,39.6,2.7
"34246","TX",1994,5,46.6,59,34.3,1.4
"34247","TX",1994,6,49.1,62.1,36,1.5
"34248","TX",1994,7,58.4,71.3,45.4,1.7
"34249","TX",1994,8,65,78.7,51.3,1.9
"34250","TX",1994,9,71.5,82.4,60.6,4.5
"34251","TX",1995,1,75.4,86.9,63.9,3.6
"34252","TX",1995,10,77.4,89.4,65.3,2.9
"34253","TX",1995,11,82.7,95.2,70.3,2.1
"34254","TX",1995,12,82.2,93.6,70.8,2.7
"34255","TX",1995,2,66.3,80.9,51.6,1.1
"34256","TX",1995,3,55.9,69.3,42.5,1.5
"34257","TX",1995,4,48.8,60.5,37,1.5
"34258","TX",1995,5,48,59.8,36.2,1.6
"34259","TX",1995,6,53.2,66.5,39.9,1
"34260","TX",1995,7,56.5,67.8,45.1,2.2
"34261","TX",1995,8,63.8,77.3,50.3,2.4
"34262","TX",1995,9,72.4,84,60.9,4.6
"34263","TX",1996,1,73.9,84.8,62.9,4
"34264","TX",1996,10,81.1,93.5,68.8,2.9
"34265","TX",1996,11,83.6,95.4,71.9,2.5
"34266","TX",1996,12,80.3,90.8,69.8,5.2
"34267","TX",1996,2,65.8,78.5,53.1,1.7
"34268","TX",1996,3,55.9,67.9,43.9,2.7
"34269","TX",1996,4,49.8,63.2,36.4,1
"34270","TX",1996,5,45.9,61,30.8,0.4
"34271","TX",1996,6,52.9,67.1,38.7,0.2
"34272","TX",1996,7,53.1,67.4,38.8,0.7
"34273","TX",1996,8,64.5,79.6,49.4,1.5
"34274","TX",1996,9,78.5,91,66,1.3
"34275","TX",1997,1,78,90.4,65.6,2.1
"34276","TX",1997,10,77.6,88.8,66.4,4.5
"34277","TX",1997,11,82.7,94.7,70.8,1.3
"34278","TX",1997,12,81.8,93.7,69.8,2.3
"34279","TX",1997,2,66,78.2,53.9,3.2
"34280","TX",1997,3,52.5,64.2,40.8,1.8
"34281","TX",1997,4,45,56.8,33.2,2.8
"34282","TX",1997,5,44.9,56,33.7,1.2
"34283","TX",1997,6,49,59.2,38.9,3.7
"34284","TX",1997,7,59.4,72.2,46.7,2.4
"34285","TX",1997,8,59.7,71.2,48.1,4.9
"34286","TX",1997,9,70.5,82.1,59,3.5
"34287","TX",1998,1,79.5,91,68.1,3.3
"34288","TX",2008,11,81.7,93.4,70.1,2.2
"34289","TX",2008,12,80.8,91.8,69.8,4.5
"34290","TX",2008,2,65.4,79.3,51.5,2.1
"34291","TX",1998,2,68.5,79.2,57.7,5.1
"34292","TX",1998,3,58.5,68.9,48.1,3.1
"34293","TX",1998,4,48.2,59.8,36.7,1.7
"34294","TX",1998,5,50.6,63.1,38.1,2.1
"34295","TX",1998,6,51.1,62.9,39.4,2.6
"34296","TX",1998,7,55,67.4,42.7,2.3
"34297","TX",1998,8,63,77.4,48.7,0.6
"34298","TX",1998,9,77.2,91.2,63.2,0.7
"34299","TX",1999,1,75.8,88.8,62.8,1.5
"34300","TX",1999,10,79.2,89.6,68.8,3.8
"34301","TX",1999,11,81.8,93,70.6,2
"34302","TX",1999,12,84.3,97.5,71.1,1.3
"34303","TX",1999,2,65.8,80.5,51,1.3
"34304","TX",1999,3,59.6,74.6,44.7,0.2
"34305","TX",1999,4,48.6,62.2,35,1.2
"34306","TX",1999,5,50.3,64.2,36.5,1.7
"34307","TX",1999,6,56.6,70.9,42.2,0.2
"34308","TX",1999,7,57.6,69.4,45.7,2.8
"34309","TX",1999,8,66.9,79.6,54.1,1.9
"34310","TX",1999,9,72.8,84.7,60.9,3.6
"34311","TX",2000,1,78.1,92.8,63.4,1.1
"34312","TX",2000,10,78.6,88.6,68.6,5
"34313","TX",2000,11,84.1,96.9,71.3,0.7
"34314","TX",2000,12,84.2,97.6,70.7,0.4
"34315","TX",2000,2,67.2,77.4,57,4
"34316","TX",2000,3,51.1,61.3,40.8,5.2
"34317","TX",2000,4,42.4,53.2,31.5,1.7
"34318","TX",2000,5,50.7,64.1,37.3,1
"34319","TX",2000,6,57,71,43,1
"34320","TX",2000,7,61.4,74.3,48.4,2.3
"34321","TX",2000,8,66.1,79.5,52.7,1.9
"34322","TX",2000,9,76.9,89.2,64.6,3.1
"34323","TX",2001,1,74.9,86.6,63.1,3.2
"34324","TX",2001,10,80.9,93.2,68.5,2.5
"34325","TX",2001,11,85.1,97.4,72.7,0.9
"34326","TX",2001,12,82.8,94.7,70.9,3.6
"34327","TX",2001,2,65.4,79.1,51.7,1.7
"34328","TX",2001,3,58.9,69.9,47.9,3.3
"34329","TX",2001,4,49.4,61.3,37.4,2.2
"34330","TX",2001,5,43.9,54.3,33.5,2.3
"34331","TX",2001,6,51.9,63.5,40.4,2
"34332","TX",2001,7,53.3,64,42.6,3.2
"34333","TX",2001,8,67.8,79.9,55.6,0.7
"34334","TX",2001,9,74.1,86.4,61.8,3
"34335","TX",2002,1,76,88.2,63.9,2.9
"34336","TX",2002,10,80.6,92.4,68.8,2.3
"34337","TX",2002,11,80.9,91.3,70.6,4.7
"34338","TX",2002,12,82.8,94.7,71,1.7
"34339","TX",2002,2,64.9,74.1,55.6,6.1
"34340","TX",2002,3,53,64.9,41,1.8
"34341","TX",2002,4,47.8,59.3,36.3,3.1
"34342","TX",2002,5,48.7,61.7,35.7,0.9
"34343","TX",2002,6,47.1,60.6,33.7,1
"34344","TX",2002,7,55.4,69,41.7,1.9
"34345","TX",2002,8,69.1,80.6,57.5,1.7
"34346","TX",2002,9,74,86.5,61.4,1.9
"34347","TX",2003,1,73.9,84.9,62.9,3.9
"34348","TX",2003,10,78.5,90,66.9,4.4
"34349","TX",2003,11,82.1,93.6,70.5,2.3
"34350","TX",2003,12,82.9,95.2,70.6,2
"34351","TX",2003,2,67.4,79.9,55,2.7
"34352","TX",2003,3,58,69.4,46.7,1.5
"34353","TX",2003,4,49.1,63.4,34.8,0.7
"34354","TX",2003,5,46.2,58.6,33.7,0.5
"34355","TX",2003,6,48.3,59.3,37.3,2.4
"34356","TX",2003,7,57.2,69.9,44.5,1.1
"34357","TX",2003,8,66.6,80.2,52.9,0.7
"34358","TX",2003,9,75.8,88.2,63.3,1.5
"34359","TX",2004,1,75.2,87,63.5,2.5
"34360","TX",2004,10,78.7,89.6,67.7,6.6
"34361","TX",2004,11,80.7,91.9,69.6,2.3
"34362","TX",2004,12,79.2,90.7,67.8,3.1
"34363","TX",2004,2,69.7,80.4,59,3.9
"34364","TX",2004,3,55.7,65.6,45.7,6.1
"34365","TX",2004,4,47.6,60.4,34.8,0.8
"34366","TX",2004,5,48.9,60,37.7,2.1
"34367","TX",2004,6,47.4,58.6,36.3,2.8
"34368","TX",2004,7,61.8,72.7,50.8,2.3
"34369","TX",2004,8,64.3,75.7,53,3.9
"34370","TX",2004,9,73.7,85.5,62,2.3
"34371","TX",2005,1,79.9,93.2,66.6,1.4
"34372","TX",2005,10,80.5,92.9,68.1,1.2
"34373","TX",2005,11,82.4,94.7,70.3,3
"34374","TX",2005,12,81.3,93,69.7,3.4
"34375","TX",2005,2,66.4,79.2,53.7,2.1
"34376","TX",2005,3,58.7,73.4,44,0.7
"34377","TX",2005,4,47.2,61.4,33.1,0.4
"34378","TX",2005,5,50.7,61.8,39.6,1.8
"34379","TX",2005,6,51.9,61.2,42.6,2.5
"34380","TX",2005,7,56.5,69.4,43.7,1.8
"34381","TX",2005,8,64.3,78.2,50.3,0.7
"34382","TX",2005,9,71.8,83.5,60.1,2.8
"34383","TX",2006,1,74.1,86.2,61.9,3.2
"34384","TX",2006,10,80.8,93.9,67.6,1.9
"34385","TX",2006,11,83.4,95.4,71.4,2.3
"34386","TX",2006,12,83.6,95.3,71.7,2.3
"34387","TX",2006,2,66.8,79.3,54.2,4
"34388","TX",2006,3,57.9,71.7,44.1,0.7
"34389","TX",2006,4,48.2,60.2,36.3,2.5
"34390","TX",2006,5,52.9,68.3,37.5,1
"34391","TX",2006,6,50.2,64.2,36.2,1.1
"34392","TX",2006,7,61.1,73.5,48.7,2
"34393","TX",2006,8,70.7,84.4,57,1.5
"34394","TX",2006,9,75.7,89.3,62.2,2.2
"34395","TX",2007,1,77.1,88.2,66.1,2.6
"34396","TX",2007,10,77.9,88.5,67.2,5.3
"34397","TX",2007,11,79,88.9,69.1,5.3
"34398","TX",2007,12,81.8,92.7,71,2.9
"34399","TX",2007,2,68.6,82.7,54.6,1.1
"34400","TX",2007,3,57.6,70.4,44.8,1.3
"34401","TX",2007,4,49.2,62.6,35.6,1.2
"34402","TX",2007,5,42.5,52.1,33,3.5
"34403","TX",2007,6,49.4,62.2,36.5,0.4
"34404","TX",2007,7,61.9,73.7,50,4.4
"34405","TX",2007,8,61.7,74,49.4,2.1
"34406","TX",2007,9,71.4,81.5,61.2,5.5
"34407","TX",2008,1,73.3,85.1,61.4,2.8
"34408","TX",2008,10,82.9,95.5,70.3,1.9
"34409","TX",2009,12,83.3,95.9,70.6,1.6
"34410","TX",2009,2,64.2,75.6,52.7,5.5
"34411","TX",2009,3,57.3,70.9,43.6,1.2
"34412","TX",2008,3,56.8,70.9,42.6,0.9
"34413","TX",2008,4,48.2,62.1,34.3,0.5
"34414","TX",2008,5,46.1,59,33.2,0.9
"34415","TX",2008,6,53.2,68.4,38,1.1
"34416","TX",2008,7,58.4,72.6,44.2,2.3
"34417","TX",2008,8,65.3,79.6,50.9,1.8
"34418","TX",2008,9,74.3,87.2,61.4,2.2
"34419","TX",2009,1,74.1,85,63.2,4.2
"34420","TX",2009,10,81.7,94.3,69.1,1.8
"34421","TX",2009,11,84.1,96.4,71.8,3
"34422","TX",2010,2,67.2,82,52.3,0.7
"34423","TX",2010,3,56.6,70.9,42.3,1
"34424","TX",2010,4,49.2,63,35.4,0.7
"34425","TX",2009,4,43.1,53.9,32.3,2.2
"34426","TX",2009,5,47.9,63.1,32.7,0.4
"34427","TX",2009,6,55.5,70.5,40.6,0.6
"34428","TX",2009,7,59.5,72.7,46.3,2.2
"34429","TX",2009,8,64.8,78.6,51.1,3.2
"34430","TX",2009,9,73.6,85.6,61.5,2.3
"34431","TX",2010,1,77.7,89.2,66.2,4.3
"34432","TX",2010,10,82.7,94.2,71.1,2.7
"34433","TX",2010,11,81.4,90.9,71.8,5.1
"34434","TX",2010,12,84.4,97,71.7,1.2
"34435","TX",2010,6,44,54,33.9,2.5
"34436","TX",2010,7,54.8,68.3,41.4,1.8
"34437","TX",1950,1,75,86.2,63.8,3.8
"34438","TX",2010,5,44.4,56.5,32.4,2.3
"34439","TX",1950,11,80.5,91.6,69.5,3.9
"34440","TX",1950,10,79.2,90.9,67.5,2.9
"34441","UT",1950,10,31.2,43.1,19.3,0.6
"34442","UT",1950,11,36.8,49,24.7,0.9
"34443","UT",1950,1,51.8,65.6,38,0.9
"34444","UT",1973,1,55.7,69.5,41.9,1
"34445","UT",1973,10,27.2,36.8,17.7,0.9
"34446","UT",1973,11,34.2,42.8,25.5,2.1
"34447","UT",1973,12,41.9,53.2,30.5,1.5
"34448","UT",1973,2,63.7,78.4,49,0.9
"34449","UT",1973,3,70.6,85.3,56,1.2
"34450","UT",1973,4,69.9,84.6,55.3,0.9
"34451","UT",1973,5,58.5,73.4,43.6,0.9
"34452","UT",1973,6,49.7,63.9,35.6,0.5
"34453","UT",1973,7,36.3,46.6,26,1.4
"34454","UT",1973,8,29.3,39.2,19.4,0.9
"34455","UT",1973,9,17.5,27.8,7.1,1.1
"34456","UT",1974,1,57.5,72.5,42.6,0.1
"34457","UT",1974,10,25.7,37.6,13.8,0.4
"34458","UT",1974,11,41.6,53.4,29.7,0.6
"34459","UT",1974,12,43.6,56.6,30.6,1.2
"34460","UT",1974,2,68.2,84.8,51.6,0.1
"34461","UT",1974,3,71.7,86,57.4,1
"34462","UT",1974,4,68.3,84.3,52.2,0.3
"34463","UT",1974,5,61.1,77.2,45,0.2
"34464","UT",1974,6,50.1,62.3,37.9,2.1
"34465","UT",1974,7,37.1,47.8,26.4,0.8
"34466","UT",1974,8,26.2,36,16.4,0.7
"34467","UT",1974,9,21.7,31.4,12.1,1.8
"34468","UT",1975,1,50.4,63.5,37.2,1.8
"34469","UT",1975,10,29.4,39.7,19.2,0.9
"34470","UT",1975,11,35.6,45.6,25.6,2.1
"34471","UT",1975,12,38.8,49.6,27.9,1.3
"34472","UT",1975,2,60.6,74.8,46.4,1.1
"34473","UT",1975,3,71.7,85.7,57.8,1.5
"34474","UT",1975,4,67.2,82.5,51.9,0.5
"34475","UT",1975,5,60.5,75.6,45.4,0.5
"34476","UT",1975,6,47.8,61.9,33.6,1.1
"34477","UT",1975,7,33.9,46,21.9,0.9
"34478","UT",1975,8,28.6,38.9,18.3,0.6
"34479","UT",1975,9,24.1,35.3,12.9,0.9
"34480","UT",1976,1,56.8,70.6,42.9,1.1
"34481","UT",1976,10,33.2,44.6,21.7,1.8
"34482","UT",1976,11,33.3,45.9,20.7,0.9
"34483","UT",1976,12,44.4,57,31.9,1.3
"34484","UT",1976,2,62.9,78.3,47.5,0.3
"34485","UT",1976,3,72.9,87.7,58.1,0.9
"34486","UT",1976,4,67.2,82.2,52.2,0.5
"34487","UT",1976,5,61.1,74.3,47.8,0.9
"34488","UT",1976,6,46.9,61.2,32.7,0.6
"34489","UT",1976,7,37.8,51.9,23.7,0.1
"34490","UT",1976,8,27.5,41.4,13.5,0
"34491","UT",1976,9,25.8,37.5,14,0.3
"34492","UT",1977,1,51.6,63.5,39.6,2.1
"34493","UT",1977,10,33.1,47.3,19,0.4
"34494","UT",1977,11,33.8,46.6,21,0.7
"34495","UT",1977,12,48.5,63.4,33.6,0.3
"34496","UT",1977,2,68.7,83.9,53.4,0.3
"34497","UT",1977,3,71.8,85.9,57.6,1.5
"34498","UT",1977,4,70.1,83.8,56.4,1.5
"34499","UT",1977,5,61.9,75.9,47.9,0.7
"34500","UT",1977,6,51,65.2,36.7,0.7
"34501","UT",1977,7,38.4,50.4,26.2,0.6
"34502","UT",1977,8,33.6,43.8,23.5,1.1
"34503","UT",1977,9,24.8,36.4,13.2,0.6
"34504","UT",1978,1,52.3,65.5,39.1,1
"34505","UT",1978,10,32.2,41.3,23.1,1.7
"34506","UT",1978,11,42.2,52.7,31.7,2.4
